Assembly Accession	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Isolate	Organism Infraspecific Names Ecotype	Annotation Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submission Date	WGS project accession
GCF_021554785.1	Planktothrix agardhii 1807		1807				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5429063	Contig	2022-01-23	JAKGOR01
GCA_021554785.1	Planktothrix agardhii 1807		1807				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5429063	Contig	2022-01-23	JAKGOR01
GCF_020594595.1	Planktothrix agardhii 1808		1808				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4965408	Contig	2021-10-25	JAJDMQ01
GCA_020594595.1	Planktothrix agardhii 1808		1808				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4965408	Contig	2021-10-25	JAJDMQ01
GCF_020594555.1	Planktothrix agardhii 1809		1809				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5656268	Contig	2021-10-25	JAJDMP01
GCA_020594555.1	Planktothrix agardhii 1809		1809				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5656268	Contig	2021-10-25	JAJDMP01
GCF_020594575.1	Planktothrix agardhii 1810		1810				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4890610	Contig	2021-10-25	JAJDMO01
GCA_020594575.1	Planktothrix agardhii 1810		1810				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4890610	Contig	2021-10-25	JAJDMO01
GCF_021554705.1	Planktothrix agardhii 1811		1811				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5091978	Contig	2022-01-23	JAKGOQ01
GCA_021554705.1	Planktothrix agardhii 1811		1811				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5091978	Contig	2022-01-23	JAKGOQ01
GCF_021554755.1	Planktothrix agardhii 1812		1812				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5908421	Contig	2022-01-23	JAKGOP01
GCA_021554755.1	Planktothrix agardhii 1812		1812				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5908421	Contig	2022-01-23	JAKGOP01
GCF_020594525.1	Planktothrix agardhii 1813		1813				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4957627	Contig	2021-10-25	JAJDMN01
GCA_020594525.1	Planktothrix agardhii 1813		1813				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4957627	Contig	2021-10-25	JAJDMN01
GCF_005402765.1	Planktothrix agardhii CCAP 1459/11A		NIES-905				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5512454	Contig	2019-06-11	BJCD01
GCA_005402765.2	Planktothrix agardhii CCAP 1459/11A		NIES-905				Annotation submitted by National Institute for Environmental Studies	5512454	Contig	2019-06-11	BJCD01
GCF_015207485.1	Planktothrix mougeotii LEGE 06226		LEGE 06226				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6226999	Contig	2020-11-02	JADEWU01
GCA_015207485.1	Planktothrix mougeotii LEGE 06226		LEGE 06226				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6226999	Contig	2020-11-02	JADEWU01
GCF_014748295.1	Planktothrix sp. FACHB-1355		FACHB-1355				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6898573	Contig	2020-09-25	JACJUP01
GCA_014748295.1	Planktothrix sp. FACHB-1355		FACHB-1355				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6898573	Contig	2020-09-25	JACJUP01
GCF_014697575.1	Planktothrix sp. FACHB-1365		FACHB-1365				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6621615	Contig	2020-09-22	JACJSC01
GCA_014697575.1	Planktothrix sp. FACHB-1365		FACHB-1365				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6621615	Contig	2020-09-22	JACJSC01
GCF_014696265.1	Planktothrix sp. FACHB-1375		FACHB-1375				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8634761	Contig	2020-09-22	JACJPW01
GCA_014696265.1	Planktothrix sp. FACHB-1375		FACHB-1375				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8634761	Contig	2020-09-22	JACJPW01
GCA_019359165.1	Plectolyngbya sp. WJT66-NPBG17				WJT66-NPBG17		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6031298	Contig	2021-07-27	JAHHHX01
GCF_015207665.1	Plectonema cf. radiosum LEGE 06105		LEGE 06105				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7602875	Contig	2020-11-02	JADEWL01
GCA_015207665.1	Plectonema cf. radiosum LEGE 06105		LEGE 06105				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7602875	Contig	2020-11-02	JADEWL01
GCA_019359125.1	Pleurocapsa minor GSE-CHR-MK 17-07R				GSE-CHR-MK-17-07R		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4854942	Contig	2021-07-27	JAHHHY01
GCA_019359095.1	Pleurocapsa minor HA4230-MV1				HA4230-MV1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5636891	Contig	2021-07-27	JAHHHZ01
GCA_012033675.1	Pleurocapsa sp. CRU_1_2				CRU_1_2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5560668	Contig	2020-04-05	JAAUOH01
GCA_012030945.1	Pleurocapsa sp. SU_196_0				SU_196_0		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3486404	Contig	2020-04-05	JAAUUV01
GCA_015207195.1	Pleurocapsales cyanobacterium LEGE 10410		LEGE 10410				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6644688	Contig	2020-11-02	JADEXJ01
GCF_001180245.1	Prochlorococcus marinus		SCGC AAA795-F05				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1418374	Contig	2015-07-08	CVSV01
GCF_001180265.1	Prochlorococcus marinus		SCGC AAA795-I06				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1388767	Contig	2015-07-08	CVSW01
GCF_001180305.1	Prochlorococcus marinus		SCGC AAA795-J16				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1463721	Contig	2015-07-08	CVSX01
GCF_001180325.1	Prochlorococcus marinus		SCGC AAA795-M23				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1443989	Contig	2015-07-08	CVSZ01
GCA_001180245.1	Prochlorococcus marinus		SCGC AAA795-F05					1418374	Contig	2015-07-08	CVSV01
GCA_001180265.1	Prochlorococcus marinus		SCGC AAA795-I06					1388767	Contig	2015-07-08	CVSW01
GCA_001180305.1	Prochlorococcus marinus		SCGC AAA795-J16					1463721	Contig	2015-07-08	CVSX01
GCA_001180325.1	Prochlorococcus marinus		SCGC AAA795-M23					1443989	Contig	2015-07-08	CVSZ01
GCF_017696015.1	Prochlorococcus marinus CUG1415		CUG1415				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1734399	Contig	2021-04-02	JAAORL01
GCA_017696015.1	Prochlorococcus marinus CUG1415		CUG1415				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1734399	Contig	2021-04-02	JAAORL01
GCF_017695965.1	Prochlorococcus marinus CUG1416		CUG1416				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1672347	Contig	2021-04-02	JAAORM01
GCA_017695965.1	Prochlorococcus marinus CUG1416		CUG1416				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1672347	Contig	2021-04-02	JAAORM01
GCF_017695975.1	Prochlorococcus marinus CUG1417		CUG1417				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1652921	Contig	2021-04-02	JAAORN01
GCA_017695975.1	Prochlorococcus marinus CUG1417		CUG1417				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1652921	Contig	2021-04-02	JAAORN01
GCA_017644485.1	Prochlorococcus marinus CUG1431				CUG1431		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1705525	Contig	2021-03-30	JAEPLL01
GCA_017644445.2	Prochlorococcus marinus CUG1432				CUG1432		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1670152	Contig	2022-08-19	JAEPLM02
GCA_017644425.1	Prochlorococcus marinus CUG1433				CUG1433		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1704328	Contig	2021-03-30	JAEPLN01
GCA_017644405.1	Prochlorococcus marinus CUG1434				CUG1434		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1669812	Contig	2021-03-30	JAEPLO01
GCA_017644375.1	Prochlorococcus marinus CUG1435				CUG1435		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1671137	Contig	2021-03-30	JAEPLP01
GCA_017644365.2	Prochlorococcus marinus CUG1437				CUG1437		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1699314	Contig	2022-08-05	JAEPLR02
GCA_017644325.1	Prochlorococcus marinus CUG1438				CUG1438		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1631569	Contig	2021-03-30	JAEPLS01
GCF_017696205.1	Prochlorococcus marinus XMU1402		XMU1402				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1697959	Contig	2021-04-02	JAAORD01
GCA_017696205.1	Prochlorococcus marinus XMU1402		XMU1402				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1697959	Contig	2021-04-02	JAAORD01
GCF_003208065.1	Prochlorococcus marinus XMU1403		XMU1403				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1746033	Contig	2018-06-12	QJUF01
GCA_003208065.1	Prochlorococcus marinus XMU1403		XMU1403				NCBI Prokaryotic Genome Annotation Pipeline	1746033	Contig	2018-06-12	QJUF01
GCF_017696175.1	Prochlorococcus marinus XMU1404		XMU1404				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1668840	Contig	2021-04-02	JAAORE01
GCA_017696175.1	Prochlorococcus marinus XMU1404		XMU1404				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1668840	Contig	2021-04-02	JAAORE01
GCF_017696055.1	Prochlorococcus marinus XMU1406		XMU1406				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1651015	Contig	2021-04-02	JAAORG01
GCA_017696055.1	Prochlorococcus marinus XMU1406		XMU1406				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1651015	Contig	2021-04-02	JAAORG01
GCF_003208055.1	Prochlorococcus marinus XMU1408		XMU1408				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1795147	Contig	2018-06-12	QJUE01
GCA_003208055.1	Prochlorococcus marinus XMU1408		XMU1408				NCBI Prokaryotic Genome Annotation Pipeline	1795147	Contig	2018-06-12	QJUE01
GCF_017696075.1	Prochlorococcus marinus XMU1411		XMU1411				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1673779	Contig	2021-04-02	JAAORI01
GCA_017696075.1	Prochlorococcus marinus XMU1411		XMU1411				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1673779	Contig	2021-04-02	JAAORI01
GCF_017696035.1	Prochlorococcus marinus XMU1414		XMU1414				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1667184	Contig	2021-04-02	JAAORK01
GCA_017696035.1	Prochlorococcus marinus XMU1414		XMU1414				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1667184	Contig	2021-04-02	JAAORK01
GCF_017695955.1	Prochlorococcus marinus XMU1419		XMU1419				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1642829	Contig	2021-04-02	JAAORO01
GCA_017695955.1	Prochlorococcus marinus XMU1419		XMU1419				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1642829	Contig	2021-04-02	JAAORO01
GCA_017644665.1	Prochlorococcus marinus XMU1422				XMU1422		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1687916	Contig	2021-03-30	JAEPLC01
GCA_017644605.2	Prochlorococcus marinus XMU1424				XMU1424		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1664112	Contig	2022-08-19	JAEPLE02
GCA_017644555.2	Prochlorococcus marinus XMU1425				XMU1425		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1649576	Contig	2022-08-05	JAEPLF02
GCA_017644585.2	Prochlorococcus marinus XMU1427				XMU1427		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1654127	Contig	2022-08-19	JAEPLH02
GCA_017644525.1	Prochlorococcus marinus XMU1428				XMU1428		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1721994	Contig	2021-03-30	JAEPLI01
GCF_000759875.1	Prochlorococcus marinus str. EQPAC1		EQPAC1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1654739	Contig	2014-09-29	JNAG01
GCA_000759875.1	Prochlorococcus marinus str. EQPAC1		EQPAC1				Annotation submitted by MIT	1654739	Contig	2014-09-29	JNAG01
GCF_000759885.1	Prochlorococcus marinus str. GP2		GP2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1624310	Contig	2014-09-29	JNAH01
GCA_000759885.1	Prochlorococcus marinus str. GP2		GP2				Annotation submitted by MIT	1624310	Contig	2014-09-29	JNAH01
GCF_000760155.1	Prochlorococcus marinus str. LG		LG				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1754063	Contig	2014-09-29	JNAT01
GCA_000760155.1	Prochlorococcus marinus str. LG		LG				Annotation submitted by MIT	1754063	Contig	2014-09-29	JNAT01
GCF_001632005.1	Prochlorococcus marinus str. MIT 1312		MIT 1312				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2561499	Contig	2016-04-25	LVHM01
GCA_001632005.1	Prochlorococcus marinus str. MIT 1312		MIT 1312				Annotation submitted by MIT	2561499	Contig	2016-04-25	LVHM01
GCF_001632065.1	Prochlorococcus marinus str. MIT 1313		MIT 1313				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2590341	Contig	2016-04-25	LVHN01
GCA_001632065.1	Prochlorococcus marinus str. MIT 1313		MIT 1313				Annotation submitted by MIT	2590341	Contig	2016-04-25	LVHN01
GCF_001632045.1	Prochlorococcus marinus str. MIT 1318		MIT 1318				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2584744	Contig	2016-04-25	LVHO01
GCA_001632045.1	Prochlorococcus marinus str. MIT 1318		MIT 1318				Annotation submitted by MIT	2584744	Contig	2016-04-25	LVHO01
GCF_001632075.1	Prochlorococcus marinus str. MIT 1320		MIT 1320				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2500454	Contig	2016-04-25	LVHP01
GCA_001632075.1	Prochlorococcus marinus str. MIT 1320		MIT 1320				Annotation submitted by MIT	2500454	Contig	2016-04-25	LVHP01
GCF_001632025.1	Prochlorococcus marinus str. MIT 1323		MIT 1323				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2440679	Contig	2016-04-25	LVHQ01
GCA_001632025.1	Prochlorococcus marinus str. MIT 1323		MIT 1323				Annotation submitted by MIT	2440679	Contig	2016-04-25	LVHQ01
GCF_001632125.1	Prochlorococcus marinus str. MIT 1327		MIT 1327				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2591587	Contig	2016-04-25	LVHR01
GCA_001632125.1	Prochlorococcus marinus str. MIT 1327		MIT 1327				Annotation submitted by MIT	2591587	Contig	2016-04-25	LVHR01
GCF_001632145.1	Prochlorococcus marinus str. MIT 1342		MIT 1342				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2548000	Contig	2016-04-25	LVHS01
GCA_001632145.1	Prochlorococcus marinus str. MIT 1342		MIT 1342				Annotation submitted by MIT	2548000	Contig	2016-04-25	LVHS01
GCF_000759855.1	Prochlorococcus marinus str. MIT 9107		MIT 9107				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1699937	Contig	2014-09-29	JNAI01
GCA_000759855.1	Prochlorococcus marinus str. MIT 9107		MIT 9107				Annotation submitted by MIT	1699937	Contig	2014-09-29	JNAI01
GCF_000759865.1	Prochlorococcus marinus str. MIT 9116		MIT 9116				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1685398	Contig	2014-09-29	JNAJ01
GCA_000759865.1	Prochlorococcus marinus str. MIT 9116		MIT 9116				Annotation submitted by MIT	1685398	Contig	2014-09-29	JNAJ01
GCF_000759935.1	Prochlorococcus marinus str. MIT 9123		MIT 9123				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1697748	Contig	2014-09-29	JNAK01
GCA_000759935.1	Prochlorococcus marinus str. MIT 9123		MIT 9123				Annotation submitted by MIT	1697748	Contig	2014-09-29	JNAK01
GCF_000759955.1	Prochlorococcus marinus str. MIT 9201		MIT 9201				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1672416	Contig	2014-09-29	JNAL01
GCA_000759955.1	Prochlorococcus marinus str. MIT 9201		MIT 9201				Annotation submitted by MIT	1672416	Contig	2014-09-29	JNAL01
GCF_000759975.1	Prochlorococcus marinus str. MIT 9302		MIT 9302				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1745343	Contig	2014-09-29	JNAM01
GCA_000759975.1	Prochlorococcus marinus str. MIT 9302		MIT 9302				Annotation submitted by MIT	1745343	Contig	2014-09-29	JNAM01
GCF_000760015.1	Prochlorococcus marinus str. MIT 9311		MIT 9311				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1711064	Contig	2014-09-29	JNAN01
GCA_000760015.1	Prochlorococcus marinus str. MIT 9311		MIT 9311				Annotation submitted by MIT	1711064	Contig	2014-09-29	JNAN01
GCF_000760035.1	Prochlorococcus marinus str. MIT 9314		MIT 9314				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1690556	Contig	2014-09-29	JNAO01
GCA_000760035.1	Prochlorococcus marinus str. MIT 9314		MIT 9314				Annotation submitted by MIT	1690556	Contig	2014-09-29	JNAO01
GCF_000760055.1	Prochlorococcus marinus str. MIT 9321		MIT 9321				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1658664	Contig	2014-09-29	JNAP01
GCA_000760055.1	Prochlorococcus marinus str. MIT 9321		MIT 9321				Annotation submitted by MIT	1658664	Contig	2014-09-29	JNAP01
GCF_000760075.1	Prochlorococcus marinus str. MIT 9322		MIT 9322				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1657550	Contig	2014-09-29	JNAQ01
GCA_000760075.1	Prochlorococcus marinus str. MIT 9322		MIT 9322				Annotation submitted by MIT	1657550	Contig	2014-09-29	JNAQ01
GCF_000760095.1	Prochlorococcus marinus str. MIT 9401		MIT 9401				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1666808	Contig	2014-09-29	JNAR01
GCA_000760095.1	Prochlorococcus marinus str. MIT 9401		MIT 9401				Annotation submitted by MIT	1666808	Contig	2014-09-29	JNAR01
GCF_019325055.1	Prochlorococcus marinus str. MU1402		MU1402				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1697391	Contig	2021-07-22	PGOY01
GCA_019325055.1	Prochlorococcus marinus str. MU1402		MU1402				NCBI Prokaryotic Genome Annotation Pipeline	1697391	Contig	2021-07-22	PGOY01
GCF_019325065.1	Prochlorococcus marinus str. MU1403		MU1403				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1778780	Contig	2021-07-22	PGOX01
GCA_019325065.1	Prochlorococcus marinus str. MU1403		MU1403				NCBI Prokaryotic Genome Annotation Pipeline	1778780	Contig	2021-07-22	PGOX01
GCF_019325015.1	Prochlorococcus marinus str. MU1404		MU1404				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1660223	Contig	2021-07-22	PGOW01
GCA_019325015.1	Prochlorococcus marinus str. MU1404		MU1404				NCBI Prokaryotic Genome Annotation Pipeline	1660223	Contig	2021-07-22	PGOW01
GCF_019325005.1	Prochlorococcus marinus str. MU1405		MU1405				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1665155	Contig	2021-07-22	PGOV01
GCA_019325005.1	Prochlorococcus marinus str. MU1405		MU1405				NCBI Prokaryotic Genome Annotation Pipeline	1665155	Contig	2021-07-22	PGOV01
GCF_019324945.1	Prochlorococcus marinus str. MU1406		MU1406				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1665171	Contig	2021-07-22	PGOU01
GCA_019324945.1	Prochlorococcus marinus str. MU1406		MU1406				NCBI Prokaryotic Genome Annotation Pipeline	1665171	Contig	2021-07-22	PGOU01
GCF_019324955.1	Prochlorococcus marinus str. MU1410		MU1410				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1624927	Contig	2021-07-22	PGOT01
GCA_019324955.1	Prochlorococcus marinus str. MU1410		MU1410				NCBI Prokaryotic Genome Annotation Pipeline	1624927	Contig	2021-07-22	PGOT01
GCF_019324985.1	Prochlorococcus marinus str. MU1411		MU1411				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1681444	Contig	2021-07-22	PGOS01
GCA_019324985.1	Prochlorococcus marinus str. MU1411		MU1411				NCBI Prokaryotic Genome Annotation Pipeline	1681444	Contig	2021-07-22	PGOS01
GCF_019324925.1	Prochlorococcus marinus str. MU1412		MU1412				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1714716	Contig	2021-07-22	PGOR01
GCA_019324925.1	Prochlorococcus marinus str. MU1412		MU1412				NCBI Prokaryotic Genome Annotation Pipeline	1714716	Contig	2021-07-22	PGOR01
GCF_019324905.1	Prochlorococcus marinus str. MU1414		MU1414				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1668526	Contig	2021-07-22	PGOQ01
GCA_019324905.1	Prochlorococcus marinus str. MU1414		MU1414				NCBI Prokaryotic Genome Annotation Pipeline	1668526	Contig	2021-07-22	PGOQ01
GCF_019324885.1	Prochlorococcus marinus str. MU1415		MU1415				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1736386	Contig	2021-07-22	PGOP01
GCA_019324885.1	Prochlorococcus marinus str. MU1415		MU1415				NCBI Prokaryotic Genome Annotation Pipeline	1736386	Contig	2021-07-22	PGOP01
GCF_019324835.1	Prochlorococcus marinus str. MU1416		MU1416				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1671599	Contig	2021-07-22	PGOO01
GCA_019324835.1	Prochlorococcus marinus str. MU1416		MU1416				NCBI Prokaryotic Genome Annotation Pipeline	1671599	Contig	2021-07-22	PGOO01
GCF_019324845.1	Prochlorococcus marinus str. MU1417		MU1417				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1653424	Contig	2021-07-22	PGON01
GCA_019324845.1	Prochlorococcus marinus str. MU1417		MU1417				NCBI Prokaryotic Genome Annotation Pipeline	1653424	Contig	2021-07-22	PGON01
GCF_000760235.1	Prochlorococcus marinus str. PAC1		PAC1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1841163	Contig	2014-09-29	JNAX01
GCA_000760235.1	Prochlorococcus marinus str. PAC1		PAC1				Annotation submitted by MIT	1841163	Contig	2014-09-29	JNAX01
GCF_000760115.1	Prochlorococcus marinus str. SB		SB				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1669823	Contig	2014-09-29	JNAS01
GCA_000760115.1	Prochlorococcus marinus str. SB		SB				Annotation submitted by MIT	1669823	Contig	2014-09-29	JNAS01
GCF_000760255.1	Prochlorococcus marinus str. SS2		SS2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1752772	Contig	2014-09-29	JNAY01
GCA_000760255.1	Prochlorococcus marinus str. SS2		SS2				Annotation submitted by MIT	1752772	Contig	2014-09-29	JNAY01
GCF_000760275.1	Prochlorococcus marinus str. SS35		SS35				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1751015	Contig	2014-09-29	JNAZ01
GCA_000760275.1	Prochlorococcus marinus str. SS35		SS35				Annotation submitted by MIT	1751015	Contig	2014-09-29	JNAZ01
GCF_000760355.1	Prochlorococcus marinus str. SS51		SS51				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1746977	Contig	2014-09-29	JNBD01
GCA_000760355.1	Prochlorococcus marinus str. SS51		SS51				Annotation submitted by MIT	1746977	Contig	2014-09-29	JNBD01
GCF_002812945.1	Prochlorococcus marinus str. XMU1401		XMU1401				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1614308	Contig	2017-11-16	PESY01
GCF_017696245.1	Prochlorococcus marinus str. XMU1401		XMU1401				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1657660	Contig	2021-04-02	JAAORC01
GCA_002812945.1	Prochlorococcus marinus str. XMU1401		XMU1401				NCBI Prokaryotic Genome Annotation Pipeline	1614308	Contig	2017-11-16	PESY01
GCA_017696245.1	Prochlorococcus marinus str. XMU1401		XMU1401				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1657660	Contig	2021-04-02	JAAORC01
GCF_019325115.1	Prochlorococcus marinus str. XMU1401E		XMU1401E				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1661465	Contig	2021-07-22	PHNM01
GCA_019325115.1	Prochlorococcus marinus str. XMU1401E		XMU1401E				NCBI Prokaryotic Genome Annotation Pipeline	1661465	Contig	2021-07-22	PHNM01
GCF_019325045.1	Prochlorococcus marinus str. XMU1408		XMU1408				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1834861	Contig	2021-07-22	PGWP01
GCA_019325045.1	Prochlorococcus marinus str. XMU1408		XMU1408				NCBI Prokaryotic Genome Annotation Pipeline	1834861	Contig	2021-07-22	PGWP01
GCF_019325105.1	Prochlorococcus marinus str. XMU1419		XMU1419				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1656121	Contig	2021-07-22	PHNL01
